ID,Address,City,St,Price,TAREA,Style,RMA,TBD,FB,HB,E/S,Yr Built,DOM
C4255084,4700 QUENTIN ST SW,Calgary,S,"$596,500 ",107.117,2 Storey,6,3,2,1,No,2000,12
C4248564,5982 Signal Ridge HT SW,Calgary,S,"$596,000 ",193.982,2 Sty Split,10,5,3,1,Yes,1989,14
C4188123,109 ROCKBOROUGH GR NW,Calgary,S,"$595,100 ",179.117,2 Storey,8,3,3,1,Yes,2005,10
C4252693,199 WESTPOINT GD SW,Calgary,S,"$595,000 ",187.014,2 Storey,9,4,3,1,Yes,2000,7
C4228907,230 EVERSTONE DR SW,Calgary,S,"$595,000 ",222.131,2 Storey,8,4,3,1,Yes,2004,107
C4220389,25 SAVANNA GR NE,Calgary,S,"$594,000 ",222.41,2 Storey,10,6,4,1,Yes,2016,175
C4248903,134 PANORAMA HILLS CL NW,Calgary,S,"$593,000 ",211.261,2 Storey,9,5,3,1,Yes,2001,28
C4238618,134 EVERGLEN CR SW,Calgary,S,"$592,000 ",227.519,2 Storey,9,4,3,1,Yes,2007,84
C4255923,119 Valley Crest RI NW,Calgary,S,"$590,000 ",208.753,2 Storey,10,3,2,1,Yes,2005,8
C4253410,1223 LAKE TWINTREE DR SE,Calgary,S,"$590,000 ",122.725,Bungalow,6,4,3,0,Yes,1971,10
C4253099,362 Evanston WY NW,Calgary,S,"$590,000 ",220.552,2 Storey,9,6,3,1,Yes,2015,18
C4253452,1127 LAKE WAPTA RD SE,Calgary,S,"$589,500 ",132.201,Bungalow,6,4,3,0,Yes,1969,10
C4247944,259 PARKSIDE CR SE,Calgary,S,"$589,000 ",135.36,Bungalow,8,4,3,0,Yes,1974,9
C4244260,1631 SE 16A ST SE,Calgary,S,"$589,000 ",144.743,2 Storey,5,2,1,1,No,1994,40
C4243684,6423 SILVER SPRINGS WY NW,Calgary,S,"$587,950 ",137.125,Bungalow,7,5,2,1,Yes,1972,42
C4252814,4824 41 AV SW,Calgary,S,"$587,500 ",94.482,Bungalow,6,4,2,0,No,1971,17
C4240971,1344 ACADIA DR SE,Calgary,S,"$585,000 ",171.499,2 Storey,7,4,2,2,Yes,1971,63
C4224969,44 Alderwood CL SE,Calgary,S,"$585,000 ",95.783,Bungalow,4,4,3,0,Yes,1969,141
C4255370,105 BRADEN CR NW,Calgary,S,"$583,000 ",119.009,Bungalow,6,4,2,1,Yes,1962,8
C4233247,71 Riverside WY SE,Calgary,S,"$583,000 ",113.528,Bungalow,5,4,2,1,Yes,1989,99
C4240963,4872 VANDOOS PL NW,Calgary,S,"$582,500 ",112.598,Bungalow,7,4,2,1,Yes,1967,62
C4229280,252 25 AV NE,Calgary,S,"$582,500 ",180.882,2 Storey,7,3,2,1,Yes,1997,105
C4245097,6236 LEWIS DR SW,Calgary,S,"$582,000 ",100.614,Bi-Level,5,4,2,0,No,1964,49
C4244466,210 ROYAL OAK PL NW,Calgary,S,"$582,000 ",213.863,2 Storey,8,4,3,1,Yes,2001,38
C4238477,4602 MONTGOMERY AV NW,Calgary,S,"$582,000 ",154.869,2 Storey,7,3,3,1,Yes,1991,82
C4248623,4023 4 AV SW,Calgary,S,"$580,000 ",112.877,Bungalow,6,3,2,0,No,1956,11
C4248440,15 PALIS WY SW,Calgary,S,"$580,000 ",181.718,2 Storey,9,4,2,1,Yes,1969,18
C4245197,85 NOLANHURST WY NW,Calgary,S,"$580,000 ",189.615,2 Storey,8,4,3,1,No,2017,29
C4240956,468 CEDARPARK DR SW,Calgary,S,"$580,000 ",128.113,Bungalow,6,5,3,0,Yes,1974,58
C4254355,2826 43 ST SW,Calgary,S,"$578,100 ",167.504,Bungalow,5,2,2,0,No,1965,6
C4256002,320 CAPRI AV NW,Calgary,S,"$578,000 ",104.609,Bungalow,6,4,2,0,No,1962,15
C4247460,9 AUBURN GLEN GD SE,Calgary,S,"$578,000 ",207.545,2 Storey,9,4,3,1,Yes,2011,27
C4242187,288 EVERGLADE CI SW,Calgary,S,"$578,000 ",195.189,2 Storey,9,4,3,1,Yes,2004,49
C4187720,8 SW WINDERMERE RD SW,Calgary,S,"$577,000 ",169.548,2 Storey,7,5,2,2,Yes,1957,386
C4252866,145 AUBURN GLEN MR SE,Calgary,S,"$575,000 ",232.908,2 Storey,8,3,3,1,Yes,2010,15
C4244368,32 SCANLON BA NW,Calgary,S,"$575,000 ",185.62,2 Storey,8,4,3,1,Yes,1989,36
C4243014,401 18 ST NW,Calgary,S,"$575,000 ",149.574,1 & Half St,8,5,3,0,No,1947,61
C4234050,311 WASCANA RD SE,Calgary,S,"$575,000 ",126.348,Bungalow,6,6,3,0,Yes,1964,114
C4256054,3012 HAMPTON CR SW,Calgary,S,"$570,000 ",116.129,Bungalow,6,4,2,0,No,1955,6
C4246152,91 SIERRA NEVADA GR SW,Calgary,S,"$525,000 ",157.471,Bi-Level,8,5,3,0,Yes,1997,35
C4245624,262 CITADEL HILLS CI NW,Calgary,S,"$525,000 ",181.997,2 Storey,7,3,2,2,Yes,1993,48
C4241420,428 STRATHCONA ME SW,Calgary,S,"$525,000 ",166.296,4 Lvl Split,6,4,2,1,Yes,1982,63
C4239647,160 CHAPARRAL CR SE,Calgary,S,"$525,000 ",190.916,2 Storey,8,5,3,1,Yes,1997,80
C4239363,6 PANATELLA TC NW,Calgary,S,"$525,000 ",210.054,2 Storey,8,4,2,1,Yes,2004,71
C4237799,18 CITYSIDE HE NE,Calgary,S,"$525,000 ",230.307,2 Storey,9,4,3,1,Yes,2018,70
C4233592,67 STRATHCLAIR RI SW,Calgary,S,"$525,000 ",149.76,2 Storey,7,4,2,1,Yes,1984,91
C4233012,923 40 AV NW,Calgary,S,"$525,000 ",97.92,Bungalow,6,3,2,1,Yes,1958,97
C4232687,75 HARCOURT RD SW,Calgary,S,"$525,000 ",116.779,Bungalow,6,4,3,0,Yes,1959,103
C4242516,300 AUBURN GLEN MR SE,Calgary,S,"$524,000 ",195.84,2 Storey,8,3,2,1,Yes,2008,52
C4253720,79 WHITEHAVEN CR NE,Calgary,S,"$523,500 ",238.018,2 Sty Split,11,4,3,1,Yes,1983,25
C4245453,6627 COACH HILL RD SW,Calgary,S,"$523,500 ",111.019,Bi-Level,5,4,3,0,Yes,1978,42
C4244146,77 SKYVIEW SPRINGS RD NE,Calgary,S,"$522,500 ",224.082,2 Storey,10,4,2,1,Yes,2011,37
C4252614,494 SUNMILLS DR SE,Calgary,S,"$520,000 ",220.552,2 Sty Split,9,3,4,0,Yes,1990,28
C4249265,6 PANORAMA HILLS ME NW,Calgary,S,"$520,000 ",167.69,2 Storey,7,3,2,1,Yes,2002,28
C4248240,1317 2 ST NW,Calgary,S,"$520,000 ",101.171,1 & Half St,5,2,2,0,No,1910,35
C4243796,2222 20 ST SW,Calgary,S,"$520,000 ",173.078,2 Storey,7,4,3,1,Yes,1991,63
C4243265,12 CRANBERRY GD SE,Calgary,S,"$520,000 ",205.966,2 Storey,8,3,2,1,Yes,2011,70
C4239379,112 EVANSTON VW NW,Calgary,S,"$520,000 ",183.205,2 Storey,7,4,3,1,Yes,2006,84
C4248924,228 26 AV NW,Calgary,S,"$518,500 ",74.322,Bungalow,4,3,2,0,No,1948,13
C4240826,31 HIDDEN VALLEY PA NW,Calgary,S,"$518,099 ",164.345,2 Storey,7,4,3,1,Yes,1996,45
C4239295,27 Brabourne ME SW,Calgary,S,"$518,000 ",118.358,4 Lvl Split,6,4,2,1,Yes,1976,69
C4253657,1208 NINGA RD NW,Calgary,S,"$517,000 ",108.325,Bi-Level,6,5,2,2,Yes,1967,20
C4251601,230 RIVERGREEN PL SE,Calgary,S,"$516,500 ",153.197,4 Lvl Split,7,4,2,1,Yes,1989,34
C4249284,110 SILVERADO SKIES DR SW,Calgary,S,"$515,000 ",188.593,2 Storey,8,4,3,1,Yes,2008,10
C4238216,60 PANAMOUNT RI NW,Calgary,S,"$515,000 ",183.762,2 Storey,8,3,2,1,Yes,2004,76
C4237270,5915 LAKEVIEW DR SW,Calgary,S,"$515,000 ",100.057,Bungalow,6,3,2,1,Yes,1965,71
C4235839,90 KINCORA LD NW,Calgary,S,"$515,000 ",191.752,2 Storey,9,4,3,1,Yes,2003,97
C4233180,823 AUBURN BAY HT SE,Calgary,S,"$515,000 ",206.338,2 Storey,9,4,3,1,Yes,2006,108
C4228184,27 MASTERS GR SE,Calgary,S,"$514,900 ",178.745,2 Storey,7,3,2,1,Yes,2018,103
C4245689,432 LEGACY BV SE,Calgary,S,"$514,000 ",225.94,2 Storey,9,4,2,1,Yes,2019,36
C4242828,88 EDCATH RI NW,Calgary,S,"$514,000 ",178.56,2 Sty Split,10,3,3,0,Yes,1983,44
C4243735,772 NEW BRIGHTON DR SE,Calgary,S,"$513,750 ",197.233,2 Storey,9,5,3,1,No,2011,53
C4235776,393 ARBOUR LAKE DR NW,Calgary,S,"$513,000 ",183.298,1 & Half St,7,3,3,1,Yes,2002,104
C4229660,353 SANDRINGHAM CO NW,Calgary,S,"$513,000 ",219.809,2 Storey,10,6,3,1,Yes,1990,120
C4249328,415 AUBURN BAY AV SE,Calgary,S,"$512,000 ",207.545,2 Storey,9,3,2,1,Yes,2013,7
C4243395,11 COUGAR RIDGE CO SW,Calgary,S,"$512,000 ",161.094,2 Storey,8,3,3,1,Yes,2003,66
C4239690,192 WOODBROOK WY SW,Calgary,S,"$512,000 ",171.964,2 Sty Split,9,5,2,1,Yes,1980,76
C4256665,4212 41 AV SW,Calgary,S,"$510,000 ",109.347,Bungalow,7,3,1,0,No,1958,1
C4254243,424 OAKWOOD PL SW,Calgary,S,"$510,000 ",134.802,5 Lvl Split,8,4,2,0,No,1972,22
C4252916,99 MAHOGANY TC SE,Calgary,S,"$510,000 ",213.77,2 Storey,9,3,2,1,Yes,2009,18
C4247486,36 PANTEGO HT NW,Calgary,S,"$510,000 ",176.516,2 Storey,8,4,3,1,Yes,2007,22
C4247461,182 AUBURN BAY CL SE,Calgary,S,"$510,000 ",210.797,2 Storey,9,3,2,1,Yes,2006,22
C4244798,439 27 AV NW,Calgary,S,"$510,000 ",202.621,2 Storey,10,3,2,0,No,1946,56
C4233150,1538 EVERGREEN DR SW,Calgary,S,"$510,000 ",165.46,Bungalow,7,5,3,0,Yes,1992,98
C4232433,21 Carrington MR NW,Calgary,S,"$510,000 ",209.218,2 Storey,9,3,2,1,Yes,2019,109
C4228731,68 LISSINGTON DR SW,Calgary,S,"$510,000 ",97.548,Bungalow,5,4,2,0,No,1959,135
C4215919,617 NOLAN HILL BV NW,Calgary,S,"$510,000 ",187.85,2 Storey,8,3,2,1,Yes,2014,217
C4226431,193 NOLANHURST WY NW,Calgary,S,"$509,000 ",203.086,2 Storey,8,3,2,1,Yes,2018,113
C4249260,122 WEST RANCH PL SW,Calgary,S,"$507,500 ",155.52,2 Storey,9,4,3,1,Yes,2003,9
C4242738,70 SILVERADO SKIES DR SW,Calgary,S,"$507,400 ",186.921,2 Storey,7,4,3,1,Yes,2008,38
C4254861,109 RED EMBERS MR NE,Calgary,S,"$507,000 ",178.931,2 Storey,8,3,2,1,No,2019,9
C4242844,161 MASTERS RI SE,Calgary,S,"$507,000 ",183.391,2 Storey,8,4,2,1,Yes,2016,42
C4224426,683 Arbour Lake DR NW,Calgary,S,"$507,000 ",188.407,2 Storey,10,5,3,1,No,2000,148
C4255900,259 ARBOUR CREST RD NW,Calgary,S,"$505,000 ",159.236,2 Storey,9,3,2,2,Yes,1998,11
C4247514,5039 BULYEA RD NW,Calgary,S,"$505,000 ",99.964,Bi-Level,6,4,2,0,No,1964,21
C4236051,46 Mt Kidd RD SE,Calgary,S,"$505,000 ",182.554,2 Storey,7,3,3,1,Yes,1998,93
C4252690,59 PANATELLA BA NW,Calgary,S,"$504,000 ",183.948,2 Storey,8,3,2,1,Yes,2009,24
C4254971,24 SUN VALLEY DR SE,Calgary,S,"$503,000 ",182.09,4 Lvl Split,8,4,3,0,Yes,1980,15
C4245216,4936 40 AV NW,Calgary,S,"$502,500 ",86.957,4 Lvl Split,5,4,2,0,No,1971,31
C4255161,112 OAKSIDE CI SW,Calgary,S,"$500,000 ",168.712,2 Sty Split,8,4,3,1,Yes,1976,13
C4252981,24 ARBOUR RIDGE PL NW,Calgary,S,"$500,000 ",187.757,2 Sty Split,11,4,3,1,Yes,1994,9
C4252896,522 CHAPARRAL DR SE,Calgary,S,"$500,000 ",179.489,2 Storey,8,4,3,1,Yes,2003,15
C4249113,5323 DALHURST CR NW,Calgary,S,"$500,000 ",99.592,Bungalow,6,3,1,1,Yes,1971,23
C4238683,137 CITADEL ESTATES TC NW,Calgary,S,"$500,000 ",163.509,2 Storey,7,3,3,1,Yes,2000,56
C4236049,6904 Coach Ridge RD SW,Calgary,S,"$500,000 ",165.739,2 Storey,7,3,2,1,Yes,1979,86
C4234036,154 AUBURN SPRINGS BV SE,Calgary,S,"$500,000 ",212.841,2 Storey,8,3,2,1,Yes,2013,105
C4233454,351 PARKWOOD CL SE,Calgary,S,"$500,000 ",159.329,2 Storey,10,4,2,1,Yes,1973,115
C4232936,218 AUBURN SPRINGS BV SE,Calgary,S,"$500,000 ",196.954,2 Storey,9,3,2,1,Yes,2013,91
C4229883,320 42 ST SW,Calgary,S,"$500,000 ",102.379,Bungalow,5,3,2,0,No,1956,96
C4225108,64 EVERHOLLOW ST SW,Calgary,S,"$500,000 ",200.206,2 Storey,9,3,3,0,Yes,2012,86
C4199355,373 Masters AV SE,Calgary,S,"$499,999 ",184.041,2 Storey,8,3,2,1,Yes,2018,313
C4245404,58 CORONADO PL NE,Calgary,S,"$499,750 ",209.218,2 Storey,10,6,3,1,No,1989,48
C4247878,14319 PARKLAND BV SE,Calgary,S,"$499,000 ",159.422,2 Sty Split,8,4,2,1,Yes,1975,20
C4245868,7603 Fairmount DR SE,Calgary,S,"$497,500 ",102.751,Bungalow,6,4,3,0,Yes,1960,33
C4252869,43 Montrose CR NE,Calgary,S,"$497,000 ",96.433,Bungalow,6,5,2,0,No,1955,30
C4253357,63 Heston ST NW,Calgary,S,"$496,000 ",110.183,Bungalow,5,4,2,0,No,1955,9
C4249489,25 ROYAL BIRCH PA NW,Calgary,S,"$495,000 ",156.542,2 Storey,8,3,3,1,Yes,2010,12
C4244261,150 TUSCANY RAVINE BA NW,Calgary,S,"$495,000 ",169.455,2 Storey,8,4,2,1,Yes,2002,34
C4244163,45 EVERCREEK BLUFFS CR SW,Calgary,S,"$495,000 ",191.287,2 Storey,8,4,2,2,Yes,2004,56
C4239641,911 20 AV NW,Calgary,S,"$495,000 ",66.147,Bungalow,6,4,2,0,No,1914,54
C4244897,127 SILVERGROVE PL NW,Calgary,S,"$494,900 ",121.703,4 Lvl Split,7,5,2,1,Yes,1979,45
C4253383,124 TUSCANY MEADOWS HE NW,Calgary,S,"$493,500 ",157.378,2 Storey,8,3,3,1,Yes,2002,13
C4248196,135 SAGE VALLEY PA NW,Calgary,S,"$493,000 ",206.802,2 Storey,9,3,2,1,Yes,2009,24
C4228521,60 BEDDINGTON WY NE,Calgary,S,"$493,000 ",117.244,Bungalow,8,5,3,0,Yes,1981,117
C4253774,121 Howse TC NE,Calgary,S,"$492,850 ",187.664,2 Storey,8,3,2,1,Yes,2019,14
C4253141,61 SILVERADO CREEK CR SW,Calgary,S,"$492,500 ",191.194,2 Storey,8,4,3,1,Yes,2006,16
C4249399,1601 40 ST SW,Calgary,S,"$492,000 ",107.117,Bungalow,4,2,2,0,No,1950,15
C4255447,224 DIAMOND PT SE,Calgary,S,"$490,000 ",140.841,Bungalow,6,4,3,0,Yes,1992,17
C4255274,54 KINCORA GLEN RI NW,Calgary,S,"$490,000 ",199.649,2 Storey,10,3,3,1,Yes,2007,13
C4253955,204 ARBOUR CREST RD NW,Calgary,S,"$490,000 ",168.526,2 Storey,7,3,2,1,No,1998,11
C4244345,24 WOODBROOK CL SW,Calgary,S,"$490,000 ",126.255,4 Lvl Split,6,4,3,0,Yes,1980,37
C4239219,135 43 AV NW,Calgary,S,"$490,000 ",96.805,Bungalow,5,5,2,0,No,1954,82
C4228384,163 WALDEN HT SE,Calgary,S,"$490,000 ",180.511,2 Storey,9,3,3,1,Yes,2017,120
C4255950,1812 GLASGOW DR SW,Calgary,S,"$489,000 ",116.5,Bungalow,6,3,2,0,Yes,1960,12
C4249292,46 34 AV SW,Calgary,S,"$489,000 ",82.405,Bi-Level,6,3,2,0,No,1918,15
C4228324,90 SAGE BLUFF VW NW,Calgary,S,"$489,000 ",188.222,2 Storey,9,4,2,1,Yes,2015,107
C4252902,624 SUNMILLS DR SE,Calgary,S,"$488,000 ",196.954,2 Storey,4,6,3,1,Yes,1990,11
C4245675,157 CORAL SPRINGS PA NE,Calgary,S,"$488,000 ",187.385,2 Storey,9,5,3,1,Yes,1999,36
C4244724,40 COPPERPOND TC SE,Calgary,S,"$488,000 ",213.677,2 Storey,9,5,2,1,Yes,2010,54
C4220323,5721 BRENNER CR NW,Calgary,S,"$488,000 ",121.796,Bi-Level,7,4,2,1,Yes,1971,184
C4249579,77 WAKEFIELD DR SW,Calgary,S,"$487,500 ",91.417,Bungalow,5,3,2,0,No,1960,15
C4238587,123 WARWICK DR SW,Calgary,S,"$487,500 ",85.935,Bungalow,5,3,2,0,No,1958,65
C4255597,36 ARBOUR RIDGE HT NW,Calgary,S,"$487,000 ",125.047,Bi-Level,7,4,3,0,Yes,1993,13
C4239173,993 KINCORA DR NW,Calgary,S,"$487,000 ",175.958,2 Storey,10,4,3,1,Yes,2006,61
C4234040,44 GLACIER DR SW,Calgary,S,"$485,500 ",100.986,Bungalow,6,3,1,0,No,1965,103
C4252659,614 9 AV NE,Calgary,S,"$485,000 ",76.181,Bungalow,6,3,1,0,No,1912,28
C4246037,216 TUSCANY VALLEY GR NW,Calgary,S,"$485,000 ",139.912,2 Storey,6,4,3,1,Yes,2017,40
C4244132,104 BRIGHTONCREST MR SE,Calgary,S,"$485,000 ",209.125,2 Storey,9,3,2,1,Yes,2011,41
C4241302,47 NOLANCREST RI NW,Calgary,S,"$485,000 ",166.761,2 Storey,8,3,2,1,Yes,2015,36
C4237705,1411 108 AV SW,Calgary,S,"$485,000 ",151.339,Bungalow,7,3,2,1,No,1965,82
C4233225,4624 26 ST NW,Calgary,S,"$485,000 ",96.805,Bi-Level,5,4,2,0,No,1962,91
C4223327,137 RIVERVIEW CO SE,Calgary,S,"$485,000 ",187.014,2 Storey,9,4,2,1,Yes,1989,145
C4187966,294 WALGROVE BV SE,Calgary,S,"$485,000 ",214.327,2 Storey,8,3,2,1,Yes,2018,382
C4253131,36 CRANBERRY GD SE,Calgary,S,"$484,000 ",181.625,2 Storey,9,4,3,1,Yes,2011,20
C4243974,378 MOUNTAIN PARK DR SE,Calgary,S,"$483,500 ",201.414,2 Storey,9,3,2,1,Yes,1998,36
C4249582,8460 61 AV NW,Calgary,S,"$483,000 ",110.276,Bi-Level,5,4,3,0,Yes,1978,10
C4244361,45 NOLANHURST WY NW,Calgary,S,"$482,451 ",181.44,2 Storey,7,3,2,1,Yes,2019,40
C4253563,43 SADDLEBACK WY NE,Calgary,S,"$482,000 ",148.831,2 Storey,7,4,3,1,No,2000,21
C4248783,11895 COVENTRY HILLS WY NE,Calgary,S,"$482,000 ",186.549,2 Storey,9,4,3,1,Yes,2006,17
C4255812,60 SUNLAKE RD SE,Calgary,S,"$481,500 ",132.758,2 Sty Split,6,3,3,0,Yes,1992,11
C4241705,150 HARVEST PARK CI NE,Calgary,S,"$481,300 ",146.322,2 Storey,8,3,3,1,Yes,1997,53
C4249074,28 SCENIC PL NW,Calgary,S,"$481,000 ",165.182,4 Lvl Split,7,4,3,0,Yes,1981,35
C4253292,72 Harvest Oak DR NE,Calgary,S,"$480,000 ",193.982,2 Storey,9,3,2,2,Yes,1994,15
C4248666,115 SHAWNEE GD SW,Calgary,S,"$480,000 ",142.792,Bungalow,9,4,3,0,Yes,1990,28
C4248059,169 EVANSCREEK CO NW,Calgary,S,"$480,000 ",210.704,2 Storey,8,4,3,1,Yes,2005,19
C4247970,46 CITADEL CREST GR NW,Calgary,S,"$480,000 ",182.554,2 Sty Split,9,3,3,1,Yes,1999,21
C4245785,1519 19 AV NW,Calgary,S,"$480,000 ",91.695,4 Lvl Split,5,3,2,1,Yes,1978,35
C4244291,60 Westover DR SW,Calgary,S,"$480,000 ",105.259,Bungalow,6,4,2,0,No,1958,46
C4237664,575 EVERGREEN CI SW,Calgary,S,"$480,000 ",218.415,2 Storey,8,3,2,1,Yes,2006,91
C4225053,55 DALHURST WY NW,Calgary,S,"$479,000 ",110.183,Bungalow,6,4,2,0,No,1971,135
C4247923,216 COUGAR RIDGE DR SW,Calgary,S,"$478,000 ",155.427,2 Storey,8,3,2,1,Yes,2004,13
C4248520,43 ROYAL BIRKDALE CR NW,Calgary,S,"$477,000 ",170.013,2 Storey,8,5,3,1,Yes,2004,11
C4241460,127 LEGACY REACH MR SE,Calgary,S,"$476,900 ",177.352,2 Storey,8,3,2,1,Yes,2015,59
C4249156,153 AUBURN MEADOWS BV SE,Calgary,S,"$475,000 ",164.531,2 Storey,8,4,3,1,Yes,2014,35
C4248321,62 EVANSBOROUGH CR NW,Calgary,S,"$475,000 ",181.161,2 Storey,7,3,2,1,Yes,2013,23
C4245849,236 SILVER HILL WY NW,Calgary,S,"$475,000 ",142.235,Bi-Level,7,4,3,0,Yes,1977,38
C4219240,57 LEGACY TC SE,Calgary,S,"$475,000 ",166.482,2 Storey,10,4,3,1,No,2014,193
C4243950,267 MIDVALLEY DR SE,Calgary,S,"$474,500 ",135.453,Bungalow,7,3,3,0,Yes,1979,36
C4243880,18393 CHAPARRAL ST SE,Calgary,S,"$474,500 ",175.865,2 Storey,9,4,2,1,Yes,1998,35
C4255001,20 MIDPARK CL SE,Calgary,S,"$473,500 ",128.485,4 Lvl Split,7,4,3,0,No,1981,12
C4254356,135 SUNRISE CI SE,Calgary,S,"$473,000 ",189.522,2 Sty Split,10,3,3,1,Yes,1988,19
C4238596,41 ROYAL BIRCH HT NW,Calgary,S,"$472,500 ",103.401,Bungalow,5,4,3,0,Yes,2004,59
C4246118,263 99 AV SE,Calgary,S,"$471,000 ",100.149,Bi-Level,6,4,2,0,No,1965,36
C4255476,19 SOMERGLEN WY SW,Calgary,S,"$470,000 ",186.921,2 Storey,10,4,3,1,Yes,2000,13
C4249590,68 DALZELL PL NW,Calgary,S,"$470,000 ",115.664,4 Lvl Split,6,4,1,2,Yes,1971,12
C4249393,107 HAWKHILL PL NW,Calgary,S,"$470,000 ",167.04,5 Lvl Split,7,5,3,0,Yes,1985,14
C4246138,6336 Dalsby RD NW,Calgary,S,"$470,000 ",137.496,Bungalow,7,4,2,0,Yes,1968,38
C4244140,11 ANAHEIM CI NE,Calgary,S,"$470,000 ",189.987,2 Storey,8,6,3,1,Yes,1997,61
C4223891,79 WOOD CR SW,Calgary,S,"$470,000 ",246.007,2 Storey,10,5,2,1,Yes,1980,158
C4222044,187 LEGACY CI SE,Calgary,S,"$470,000 ",204.48,2 Storey,8,3,2,1,Yes,2017,170
C4216057,2830 Parkdale BV NW,Calgary,S,"$470,000 ",95.319,Bungalow,5,4,2,0,No,1950,229
C4247285,13 EDGEFORD WY NW,Calgary,S,"$469,900 ",104.98,4 Lvl Split,6,3,2,1,Yes,1979,26
C4254058,64 HOLLYBURN RD SW,Calgary,S,"$469,000 ",99.035,Bungalow,6,4,2,0,No,1958,27
C4248679,440 CANTERBURY DR SW,Calgary,S,"$469,000 ",108.511,Bi-Level,6,4,2,1,Yes,1971,16
C4247994,18 Skyview Point RD NE,Calgary,S,"$469,000 ",142.235,2 Storey,5,4,3,1,Yes,2011,41
C4236146,67 COPPERLEAF CR SE,Calgary,S,"$469,000 ",199.37,2 Storey,9,4,3,1,Yes,2006,91
C4233115,15 STRATHCONA CR SW,Calgary,S,"$469,000 ",150.038,2 Storey,8,3,2,1,Yes,1981,97
C4218547,80 MACEWAN PARK RI NW,Calgary,S,"$469,000 ",180.046,2 Storey,9,4,3,1,Yes,1991,214
C4248418,62 TUSCANY HILLS PA NW,Calgary,S,"$468,500 ",158.307,2 Storey,7,4,2,1,Yes,1995,20
C4255686,172 COUGAR RIDGE CI SW,Calgary,S,"$468,000 ",138.89,2 Storey,7,3,2,1,Yes,2003,9
C4252810,19 Woodglen RI SW,Calgary,S,"$468,000 ",144,Bungalow,7,4,3,0,Yes,1978,24
C4252610,987 BRACEWOOD RI SW,Calgary,S,"$468,000 ",100.335,4 Lvl Split,6,5,2,1,Yes,1978,13
C4244302,168 ROYAL OAK TC NW,Calgary,S,"$468,000 ",171.127,2 Storey,7,3,2,1,Yes,2006,47
C4238308,3539 34 AV SW,Calgary,S,"$467,500 ",159.607,1 & Half St,7,4,2,0,No,1956,68
C4223653,105 Woodpark GR SW,Calgary,S,"$467,000 ",196.211,2 Sty Split,10,4,3,1,Yes,1993,156
C4203696,46 COUNTRY HILLS PA NW,Calgary,S,"$467,000 ",162.302,2 Storey,7,4,3,1,Yes,1999,297
C4245786,64 TARACOVE CR NE,Calgary,S,"$466,500 ",146.044,Bi-Level,6,5,4,0,No,2002,25
C4223665,121 EDGEBROOK RD NW,Calgary,S,"$466,000 ",147.902,Bungalow,8,3,2,0,Yes,1988,142
C4253318,31 DOUGLAS GLEN CM SE,Calgary,S,"$465,000 ",171.313,Bi-Level,9,5,3,0,Yes,1997,9
C4250601,211 GLAMORGAN PL SW,Calgary,S,"$465,000 ",101.45,Bungalow,6,5,2,0,No,1971,25
C4248183,438 CITADEL DR NW,Calgary,S,"$465,000 ",167.597,2 Storey,7,4,3,1,Yes,2001,29
C4244419,1204 SUN HARBOUR GR SE,Calgary,S,"$465,000 ",231.979,2 Sty Split,11,5,3,1,Yes,1989,47
C4232467,4603 20 AV NW,Calgary,S,"$465,000 ",68.377,Bungalow,4,2,1,0,No,1950,56
C4244940,334 OAKWOOD PL SW,Calgary,S,"$464,000 ",126.162,Bungalow,7,4,2,0,Yes,1971,30
C4232790,334 BRIDLERIDGE VW SW,Calgary,S,"$463,500 ",181.161,2 Storey,9,4,3,1,Yes,2008,114
C4255031,46 AUBURN GLEN CM SE,Calgary,S,"$463,000 ",170.013,2 Storey,7,3,2,1,Yes,2010,8
C4252672,3831 2 ST NW,Calgary,S,"$463,000 ",104.051,Bungalow,6,5,2,0,No,1955,14
C4242486,40 SANDPIPER WY NW,Calgary,S,"$463,000 ",162.952,2 Storey,7,5,3,1,Yes,1987,57
C4254635,3219 BARR RD NW,Calgary,S,"$462,500 ",103.866,Bungalow,6,4,2,1,Yes,1963,3
C4252986,133 TUSCANY MEADOWS CL NW,Calgary,S,"$462,500 ",166.111,2 Storey,8,3,2,1,Yes,2001,19
C4247375,70 SOMERGLEN WY SW,Calgary,S,"$462,000 ",193.052,2 Storey,10,3,2,1,Yes,2000,45
C4246002,404 WOODLAND CR SE,Calgary,S,"$462,000 ",104.051,Bi-Level,8,4,3,0,Yes,1963,13
C4244190,8 Hawkcliff ME NW,Calgary,S,"$461,000 ",175.587,2 Sty Split,9,4,3,1,Yes,1986,34
C4256893,4416 17 AV NW,Calgary,S,"$460,000 ",179.767,4 Lvl Split,5,3,2,1,No,1948,3
C4254777,174 Auburn Crest WY SE,Calgary,S,"$460,000 ",138.24,2 Storey,6,4,3,1,Yes,2013,16
C4253958,347 PARKWOOD CL SE,Calgary,S,"$460,000 ",134.709,Bungalow,8,3,2,0,Yes,1973,4
C4253208,10815 MAPLECREEK DR SE,Calgary,S,"$460,000 ",118.08,Bungalow,6,4,2,1,Yes,1967,1
C4253077,139 ARBOUR STONE CR NW,Calgary,S,"$460,000 ",150.038,2 Storey,9,3,2,1,Yes,2000,17
